case_id,category,difficulty,nl_query,sql,tables_used,columns_used,join_edges,expected_ambiguities,source_template,template_variant,notes
gold_077,returns,medium,Online refund amount for Music products with reason reason 31 in 2001.,"
        SELECT rr.reason_description, m.category, cd.year, SUM(orx.return_amount) AS return_amount
        FROM online_refunds orx
        JOIN calendar_days cd ON orx.return_calendar_day_ref = cd.calendar_day_record
        JOIN return_reasons rr ON orx.return_reason_ref = rr.return_reason_record
        JOIN merchandise m ON orx.merchandise_ref = m.merchandise_record
        WHERE rr.reason_description = 'reason 31' AND m.category = 'Music' AND cd.year = 2001
        GROUP BY rr.reason_description, m.category, cd.year
        ",calendar_days;merchandise;online_refunds;return_reasons,calendar_days.calendar_day_record;calendar_days.year;merchandise.category;merchandise.merchandise_record;online_refunds.merchandise_ref;online_refunds.return_amount;online_refunds.return_calendar_day_ref;online_refunds.return_reason_ref;return_reasons.reason_description;return_reasons.return_reason_record,calendar_days.calendar_day_record = online_refunds.return_calendar_day_ref;merchandise.merchandise_record = online_refunds.merchandise_ref;online_refunds.return_reason_ref = return_reasons.return_reason_record,,online_refunds_reason,1,Online returns by reason.
gold_078,returns,medium,Online refund amount for Music products with reason reason 31 in 2002.,"
        SELECT rr.reason_description, m.category, cd.year, SUM(orx.return_amount) AS return_amount
        FROM online_refunds orx
        JOIN calendar_days cd ON orx.return_calendar_day_ref = cd.calendar_day_record
        JOIN return_reasons rr ON orx.return_reason_ref = rr.return_reason_record
        JOIN merchandise m ON orx.merchandise_ref = m.merchandise_record
        WHERE rr.reason_description = 'reason 31' AND m.category = 'Music' AND cd.year = 2002
        GROUP BY rr.reason_description, m.category, cd.year
        ",calendar_days;merchandise;online_refunds;return_reasons,calendar_days.calendar_day_record;calendar_days.year;merchandise.category;merchandise.merchandise_record;online_refunds.merchandise_ref;online_refunds.return_amount;online_refunds.return_calendar_day_ref;online_refunds.return_reason_ref;return_reasons.reason_description;return_reasons.return_reason_record,calendar_days.calendar_day_record = online_refunds.return_calendar_day_ref;merchandise.merchandise_record = online_refunds.merchandise_ref;online_refunds.return_reason_ref = return_reasons.return_reason_record,,online_refunds_reason,2,Online returns by reason.
gold_079,returns,medium,Online refund amount for Music products with reason reason 31 in 2003.,"
        SELECT rr.reason_description, m.category, cd.year, SUM(orx.return_amount) AS return_amount
        FROM online_refunds orx
        JOIN calendar_days cd ON orx.return_calendar_day_ref = cd.calendar_day_record
        JOIN return_reasons rr ON orx.return_reason_ref = rr.return_reason_record
        JOIN merchandise m ON orx.merchandise_ref = m.merchandise_record
        WHERE rr.reason_description = 'reason 31' AND m.category = 'Music' AND cd.year = 2003
        GROUP BY rr.reason_description, m.category, cd.year
        ",calendar_days;merchandise;online_refunds;return_reasons,calendar_days.calendar_day_record;calendar_days.year;merchandise.category;merchandise.merchandise_record;online_refunds.merchandise_ref;online_refunds.return_amount;online_refunds.return_calendar_day_ref;online_refunds.return_reason_ref;return_reasons.reason_description;return_reasons.return_reason_record,calendar_days.calendar_day_record = online_refunds.return_calendar_day_ref;merchandise.merchandise_record = online_refunds.merchandise_ref;online_refunds.return_reason_ref = return_reasons.return_reason_record,,online_refunds_reason,3,Online returns by reason.
gold_080,returns,medium,Online refund amount for Music products with reason reason 31 in 2004.,"
        SELECT rr.reason_description, m.category, cd.year, SUM(orx.return_amount) AS return_amount
        FROM online_refunds orx
        JOIN calendar_days cd ON orx.return_calendar_day_ref = cd.calendar_day_record
        JOIN return_reasons rr ON orx.return_reason_ref = rr.return_reason_record
        JOIN merchandise m ON orx.merchandise_ref = m.merchandise_record
        WHERE rr.reason_description = 'reason 31' AND m.category = 'Music' AND cd.year = 2004
        GROUP BY rr.reason_description, m.category, cd.year
        ",calendar_days;merchandise;online_refunds;return_reasons,calendar_days.calendar_day_record;calendar_days.year;merchandise.category;merchandise.merchandise_record;online_refunds.merchandise_ref;online_refunds.return_amount;online_refunds.return_calendar_day_ref;online_refunds.return_reason_ref;return_reasons.reason_description;return_reasons.return_reason_record,calendar_days.calendar_day_record = online_refunds.return_calendar_day_ref;merchandise.merchandise_record = online_refunds.merchandise_ref;online_refunds.return_reason_ref = return_reasons.return_reason_record,,online_refunds_reason,4,Online returns by reason.
gold_081,returns,hard,Online refunds from site pages of type general with reason reason 31 in 2001.,"
        SELECT sp.type, rr.reason_description, cd.year, SUM(orx.return_amount) AS return_amount
        FROM online_refunds orx
        JOIN calendar_days cd ON orx.return_calendar_day_ref = cd.calendar_day_record
        JOIN site_pages sp ON orx.site_page_ref = sp.site_page_record
        JOIN return_reasons rr ON orx.return_reason_ref = rr.return_reason_record
        WHERE sp.type = 'general' AND rr.reason_description = 'reason 31' AND cd.year = 2001
        GROUP BY sp.type, rr.reason_description, cd.year
        ",calendar_days;online_refunds;return_reasons;site_pages,calendar_days.calendar_day_record;calendar_days.year;online_refunds.return_amount;online_refunds.return_calendar_day_ref;online_refunds.return_reason_ref;online_refunds.site_page_ref;return_reasons.reason_description;return_reasons.return_reason_record;site_pages.site_page_record;site_pages.type,calendar_days.calendar_day_record = online_refunds.return_calendar_day_ref;online_refunds.return_reason_ref = return_reasons.return_reason_record;online_refunds.site_page_ref = site_pages.site_page_record,,online_refunds_site,1,Online refund site-page attribution.
gold_082,returns,hard,Online refunds from site pages of type general with reason reason 31 in 2002.,"
        SELECT sp.type, rr.reason_description, cd.year, SUM(orx.return_amount) AS return_amount
        FROM online_refunds orx
        JOIN calendar_days cd ON orx.return_calendar_day_ref = cd.calendar_day_record
        JOIN site_pages sp ON orx.site_page_ref = sp.site_page_record
        JOIN return_reasons rr ON orx.return_reason_ref = rr.return_reason_record
        WHERE sp.type = 'general' AND rr.reason_description = 'reason 31' AND cd.year = 2002
        GROUP BY sp.type, rr.reason_description, cd.year
        ",calendar_days;online_refunds;return_reasons;site_pages,calendar_days.calendar_day_record;calendar_days.year;online_refunds.return_amount;online_refunds.return_calendar_day_ref;online_refunds.return_reason_ref;online_refunds.site_page_ref;return_reasons.reason_description;return_reasons.return_reason_record;site_pages.site_page_record;site_pages.type,calendar_days.calendar_day_record = online_refunds.return_calendar_day_ref;online_refunds.return_reason_ref = return_reasons.return_reason_record;online_refunds.site_page_ref = site_pages.site_page_record,,online_refunds_site,2,Online refund site-page attribution.
gold_083,returns,hard,Online refunds from site pages of type general with reason reason 31 in 2003.,"
        SELECT sp.type, rr.reason_description, cd.year, SUM(orx.return_amount) AS return_amount
        FROM online_refunds orx
        JOIN calendar_days cd ON orx.return_calendar_day_ref = cd.calendar_day_record
        JOIN site_pages sp ON orx.site_page_ref = sp.site_page_record
        JOIN return_reasons rr ON orx.return_reason_ref = rr.return_reason_record
        WHERE sp.type = 'general' AND rr.reason_description = 'reason 31' AND cd.year = 2003
        GROUP BY sp.type, rr.reason_description, cd.year
        ",calendar_days;online_refunds;return_reasons;site_pages,calendar_days.calendar_day_record;calendar_days.year;online_refunds.return_amount;online_refunds.return_calendar_day_ref;online_refunds.return_reason_ref;online_refunds.site_page_ref;return_reasons.reason_description;return_reasons.return_reason_record;site_pages.site_page_record;site_pages.type,calendar_days.calendar_day_record = online_refunds.return_calendar_day_ref;online_refunds.return_reason_ref = return_reasons.return_reason_record;online_refunds.site_page_ref = site_pages.site_page_record,,online_refunds_site,3,Online refund site-page attribution.
gold_084,returns,hard,Online refunds from site pages of type general with reason reason 31 in 2004.,"
        SELECT sp.type, rr.reason_description, cd.year, SUM(orx.return_amount) AS return_amount
        FROM online_refunds orx
        JOIN calendar_days cd ON orx.return_calendar_day_ref = cd.calendar_day_record
        JOIN site_pages sp ON orx.site_page_ref = sp.site_page_record
        JOIN return_reasons rr ON orx.return_reason_ref = rr.return_reason_record
        WHERE sp.type = 'general' AND rr.reason_description = 'reason 31' AND cd.year = 2004
        GROUP BY sp.type, rr.reason_description, cd.year
        ",calendar_days;online_refunds;return_reasons;site_pages,calendar_days.calendar_day_record;calendar_days.year;online_refunds.return_amount;online_refunds.return_calendar_day_ref;online_refunds.return_reason_ref;online_refunds.site_page_ref;return_reasons.reason_description;return_reasons.return_reason_record;site_pages.site_page_record;site_pages.type,calendar_days.calendar_day_record = online_refunds.return_calendar_day_ref;online_refunds.return_reason_ref = return_reasons.return_reason_record;online_refunds.site_page_ref = site_pages.site_page_record,,online_refunds_site,4,Online refund site-page attribution.
gold_085,mail_order,medium,Mail order net paid with delivery for support center North Midwest and carrier AIRBORNE in 2001.,"
        SELECT sc.name, dm.carrier, cd.year, SUM(mp.net_paid_with_delivery) AS net_paid_with_delivery
        FROM mail_order_purchases mp
        JOIN calendar_days cd ON mp.sale_calendar_day_ref = cd.calendar_day_record
        JOIN support_centers sc ON mp.support_center_ref = sc.support_center_record
        JOIN delivery_methods dm ON mp.delivery_method_ref = dm.delivery_method_record
        WHERE sc.name = 'North Midwest' AND dm.carrier = 'AIRBORNE' AND cd.year = 2001
        GROUP BY sc.name, dm.carrier, cd.year
        ",calendar_days;delivery_methods;mail_order_purchases;support_centers,calendar_days.calendar_day_record;calendar_days.year;delivery_methods.carrier;delivery_methods.delivery_method_record;mail_order_purchases.delivery_method_ref;mail_order_purchases.net_paid_with_delivery;mail_order_purchases.sale_calendar_day_ref;mail_order_purchases.support_center_ref;support_centers.name;support_centers.support_center_record,calendar_days.calendar_day_record = mail_order_purchases.sale_calendar_day_ref;delivery_methods.delivery_method_record = mail_order_purchases.delivery_method_ref;mail_order_purchases.support_center_ref = support_centers.support_center_record,,mail_order_support,1,Mail order support center and carrier.
gold_086,mail_order,medium,Mail order net paid with delivery for support center North Midwest and carrier AIRBORNE in 2002.,"
        SELECT sc.name, dm.carrier, cd.year, SUM(mp.net_paid_with_delivery) AS net_paid_with_delivery
        FROM mail_order_purchases mp
        JOIN calendar_days cd ON mp.sale_calendar_day_ref = cd.calendar_day_record
        JOIN support_centers sc ON mp.support_center_ref = sc.support_center_record
        JOIN delivery_methods dm ON mp.delivery_method_ref = dm.delivery_method_record
        WHERE sc.name = 'North Midwest' AND dm.carrier = 'AIRBORNE' AND cd.year = 2002
        GROUP BY sc.name, dm.carrier, cd.year
        ",calendar_days;delivery_methods;mail_order_purchases;support_centers,calendar_days.calendar_day_record;calendar_days.year;delivery_methods.carrier;delivery_methods.delivery_method_record;mail_order_purchases.delivery_method_ref;mail_order_purchases.net_paid_with_delivery;mail_order_purchases.sale_calendar_day_ref;mail_order_purchases.support_center_ref;support_centers.name;support_centers.support_center_record,calendar_days.calendar_day_record = mail_order_purchases.sale_calendar_day_ref;delivery_methods.delivery_method_record = mail_order_purchases.delivery_method_ref;mail_order_purchases.support_center_ref = support_centers.support_center_record,,mail_order_support,2,Mail order support center and carrier.
gold_087,mail_order,medium,Mail order net paid with delivery for support center North Midwest and carrier AIRBORNE in 2003.,"
        SELECT sc.name, dm.carrier, cd.year, SUM(mp.net_paid_with_delivery) AS net_paid_with_delivery
        FROM mail_order_purchases mp
        JOIN calendar_days cd ON mp.sale_calendar_day_ref = cd.calendar_day_record
        JOIN support_centers sc ON mp.support_center_ref = sc.support_center_record
        JOIN delivery_methods dm ON mp.delivery_method_ref = dm.delivery_method_record
        WHERE sc.name = 'North Midwest' AND dm.carrier = 'AIRBORNE' AND cd.year = 2003
        GROUP BY sc.name, dm.carrier, cd.year
        ",calendar_days;delivery_methods;mail_order_purchases;support_centers,calendar_days.calendar_day_record;calendar_days.year;delivery_methods.carrier;delivery_methods.delivery_method_record;mail_order_purchases.delivery_method_ref;mail_order_purchases.net_paid_with_delivery;mail_order_purchases.sale_calendar_day_ref;mail_order_purchases.support_center_ref;support_centers.name;support_centers.support_center_record,calendar_days.calendar_day_record = mail_order_purchases.sale_calendar_day_ref;delivery_methods.delivery_method_record = mail_order_purchases.delivery_method_ref;mail_order_purchases.support_center_ref = support_centers.support_center_record,,mail_order_support,3,Mail order support center and carrier.
gold_088,mail_order,medium,Mail order net paid with delivery for support center North Midwest and carrier AIRBORNE in 2004.,"
        SELECT sc.name, dm.carrier, cd.year, SUM(mp.net_paid_with_delivery) AS net_paid_with_delivery
        FROM mail_order_purchases mp
        JOIN calendar_days cd ON mp.sale_calendar_day_ref = cd.calendar_day_record
        JOIN support_centers sc ON mp.support_center_ref = sc.support_center_record
        JOIN delivery_methods dm ON mp.delivery_method_ref = dm.delivery_method_record
        WHERE sc.name = 'North Midwest' AND dm.carrier = 'AIRBORNE' AND cd.year = 2004
        GROUP BY sc.name, dm.carrier, cd.year
        ",calendar_days;delivery_methods;mail_order_purchases;support_centers,calendar_days.calendar_day_record;calendar_days.year;delivery_methods.carrier;delivery_methods.delivery_method_record;mail_order_purchases.delivery_method_ref;mail_order_purchases.net_paid_with_delivery;mail_order_purchases.sale_calendar_day_ref;mail_order_purchases.support_center_ref;support_centers.name;support_centers.support_center_record,calendar_days.calendar_day_record = mail_order_purchases.sale_calendar_day_ref;delivery_methods.delivery_method_record = mail_order_purchases.delivery_method_ref;mail_order_purchases.support_center_ref = support_centers.support_center_record,,mail_order_support,4,Mail order support center and carrier.
gold_089,mail_order,medium,Mail order delivery cost by warehouse Conventional childr and carrier AIRBORNE in 2001.,"
        SELECT fc.warehouse_name, dm.carrier, cd.year, SUM(mp.extended_delivery_cost) AS delivery_cost
        FROM mail_order_purchases mp
        JOIN calendar_days cd ON mp.sale_calendar_day_ref = cd.calendar_day_record
        JOIN fulfillment_centers fc ON mp.fulfillment_center_ref = fc.fulfillment_center_record
        JOIN delivery_methods dm ON mp.delivery_method_ref = dm.delivery_method_record
        WHERE fc.warehouse_name = 'Conventional childr' AND dm.carrier = 'AIRBORNE' AND cd.year = 2001
        GROUP BY fc.warehouse_name, dm.carrier, cd.year
        ",calendar_days;delivery_methods;fulfillment_centers;mail_order_purchases,calendar_days.calendar_day_record;calendar_days.year;delivery_methods.carrier;delivery_methods.delivery_method_record;fulfillment_centers.fulfillment_center_record;fulfillment_centers.warehouse_name;mail_order_purchases.delivery_method_ref;mail_order_purchases.extended_delivery_cost;mail_order_purchases.fulfillment_center_ref;mail_order_purchases.sale_calendar_day_ref,calendar_days.calendar_day_record = mail_order_purchases.sale_calendar_day_ref;delivery_methods.delivery_method_record = mail_order_purchases.delivery_method_ref;fulfillment_centers.fulfillment_center_record = mail_order_purchases.fulfillment_center_ref,,mail_order_warehouse,1,Mail order warehouse and delivery.
gold_090,mail_order,medium,Mail order delivery cost by warehouse Conventional childr and carrier AIRBORNE in 2002.,"
        SELECT fc.warehouse_name, dm.carrier, cd.year, SUM(mp.extended_delivery_cost) AS delivery_cost
        FROM mail_order_purchases mp
        JOIN calendar_days cd ON mp.sale_calendar_day_ref = cd.calendar_day_record
        JOIN fulfillment_centers fc ON mp.fulfillment_center_ref = fc.fulfillment_center_record
        JOIN delivery_methods dm ON mp.delivery_method_ref = dm.delivery_method_record
        WHERE fc.warehouse_name = 'Conventional childr' AND dm.carrier = 'AIRBORNE' AND cd.year = 2002
        GROUP BY fc.warehouse_name, dm.carrier, cd.year
        ",calendar_days;delivery_methods;fulfillment_centers;mail_order_purchases,calendar_days.calendar_day_record;calendar_days.year;delivery_methods.carrier;delivery_methods.delivery_method_record;fulfillment_centers.fulfillment_center_record;fulfillment_centers.warehouse_name;mail_order_purchases.delivery_method_ref;mail_order_purchases.extended_delivery_cost;mail_order_purchases.fulfillment_center_ref;mail_order_purchases.sale_calendar_day_ref,calendar_days.calendar_day_record = mail_order_purchases.sale_calendar_day_ref;delivery_methods.delivery_method_record = mail_order_purchases.delivery_method_ref;fulfillment_centers.fulfillment_center_record = mail_order_purchases.fulfillment_center_ref,,mail_order_warehouse,2,Mail order warehouse and delivery.
gold_091,mail_order,medium,Mail order delivery cost by warehouse Conventional childr and carrier AIRBORNE in 2003.,"
        SELECT fc.warehouse_name, dm.carrier, cd.year, SUM(mp.extended_delivery_cost) AS delivery_cost
        FROM mail_order_purchases mp
        JOIN calendar_days cd ON mp.sale_calendar_day_ref = cd.calendar_day_record
        JOIN fulfillment_centers fc ON mp.fulfillment_center_ref = fc.fulfillment_center_record
        JOIN delivery_methods dm ON mp.delivery_method_ref = dm.delivery_method_record
        WHERE fc.warehouse_name = 'Conventional childr' AND dm.carrier = 'AIRBORNE' AND cd.year = 2003
        GROUP BY fc.warehouse_name, dm.carrier, cd.year
        ",calendar_days;delivery_methods;fulfillment_centers;mail_order_purchases,calendar_days.calendar_day_record;calendar_days.year;delivery_methods.carrier;delivery_methods.delivery_method_record;fulfillment_centers.fulfillment_center_record;fulfillment_centers.warehouse_name;mail_order_purchases.delivery_method_ref;mail_order_purchases.extended_delivery_cost;mail_order_purchases.fulfillment_center_ref;mail_order_purchases.sale_calendar_day_ref,calendar_days.calendar_day_record = mail_order_purchases.sale_calendar_day_ref;delivery_methods.delivery_method_record = mail_order_purchases.delivery_method_ref;fulfillment_centers.fulfillment_center_record = mail_order_purchases.fulfillment_center_ref,,mail_order_warehouse,3,Mail order warehouse and delivery.
gold_092,mail_order,medium,Mail order delivery cost by warehouse Conventional childr and carrier AIRBORNE in 2004.,"
        SELECT fc.warehouse_name, dm.carrier, cd.year, SUM(mp.extended_delivery_cost) AS delivery_cost
        FROM mail_order_purchases mp
        JOIN calendar_days cd ON mp.sale_calendar_day_ref = cd.calendar_day_record
        JOIN fulfillment_centers fc ON mp.fulfillment_center_ref = fc.fulfillment_center_record
        JOIN delivery_methods dm ON mp.delivery_method_ref = dm.delivery_method_record
        WHERE fc.warehouse_name = 'Conventional childr' AND dm.carrier = 'AIRBORNE' AND cd.year = 2004
        GROUP BY fc.warehouse_name, dm.carrier, cd.year
        ",calendar_days;delivery_methods;fulfillment_centers;mail_order_purchases,calendar_days.calendar_day_record;calendar_days.year;delivery_methods.carrier;delivery_methods.delivery_method_record;fulfillment_centers.fulfillment_center_record;fulfillment_centers.warehouse_name;mail_order_purchases.delivery_method_ref;mail_order_purchases.extended_delivery_cost;mail_order_purchases.fulfillment_center_ref;mail_order_purchases.sale_calendar_day_ref,calendar_days.calendar_day_record = mail_order_purchases.sale_calendar_day_ref;delivery_methods.delivery_method_record = mail_order_purchases.delivery_method_ref;fulfillment_centers.fulfillment_center_record = mail_order_purchases.fulfillment_center_ref,,mail_order_warehouse,4,Mail order warehouse and delivery.
gold_093,mail_order,hard,Mail order customers shipped to TX by carrier AIRBORNE in 2001.,"
        SELECT a.state, dm.carrier, cd.year, COUNT(DISTINCT mp.billing_client_ref) AS customers
        FROM mail_order_purchases mp
        JOIN calendar_days cd ON mp.sale_calendar_day_ref = cd.calendar_day_record
        JOIN addresses a ON mp.shipping_address_ref = a.address_record
        JOIN delivery_methods dm ON mp.delivery_method_ref = dm.delivery_method_record
        WHERE a.state = 'TX' AND dm.carrier = 'AIRBORNE' AND cd.year = 2001
        GROUP BY a.state, dm.carrier, cd.year
        ",addresses;calendar_days;delivery_methods;mail_order_purchases,addresses.address_record;addresses.state;calendar_days.calendar_day_record;calendar_days.year;delivery_methods.carrier;delivery_methods.delivery_method_record;mail_order_purchases.billing_client_ref;mail_order_purchases.delivery_method_ref;mail_order_purchases.sale_calendar_day_ref;mail_order_purchases.shipping_address_ref,addresses.address_record = mail_order_purchases.shipping_address_ref;calendar_days.calendar_day_record = mail_order_purchases.sale_calendar_day_ref;delivery_methods.delivery_method_record = mail_order_purchases.delivery_method_ref,,mail_order_shipping,1,Mail order shipping geography.
gold_094,mail_order,hard,Mail order customers shipped to TX by carrier AIRBORNE in 2002.,"
        SELECT a.state, dm.carrier, cd.year, COUNT(DISTINCT mp.billing_client_ref) AS customers
        FROM mail_order_purchases mp
        JOIN calendar_days cd ON mp.sale_calendar_day_ref = cd.calendar_day_record
        JOIN addresses a ON mp.shipping_address_ref = a.address_record
        JOIN delivery_methods dm ON mp.delivery_method_ref = dm.delivery_method_record
        WHERE a.state = 'TX' AND dm.carrier = 'AIRBORNE' AND cd.year = 2002
        GROUP BY a.state, dm.carrier, cd.year
        ",addresses;calendar_days;delivery_methods;mail_order_purchases,addresses.address_record;addresses.state;calendar_days.calendar_day_record;calendar_days.year;delivery_methods.carrier;delivery_methods.delivery_method_record;mail_order_purchases.billing_client_ref;mail_order_purchases.delivery_method_ref;mail_order_purchases.sale_calendar_day_ref;mail_order_purchases.shipping_address_ref,addresses.address_record = mail_order_purchases.shipping_address_ref;calendar_days.calendar_day_record = mail_order_purchases.sale_calendar_day_ref;delivery_methods.delivery_method_record = mail_order_purchases.delivery_method_ref,,mail_order_shipping,2,Mail order shipping geography.
gold_095,mail_order,hard,Mail order customers shipped to TX by carrier AIRBORNE in 2003.,"
        SELECT a.state, dm.carrier, cd.year, COUNT(DISTINCT mp.billing_client_ref) AS customers
        FROM mail_order_purchases mp
        JOIN calendar_days cd ON mp.sale_calendar_day_ref = cd.calendar_day_record
        JOIN addresses a ON mp.shipping_address_ref = a.address_record
        JOIN delivery_methods dm ON mp.delivery_method_ref = dm.delivery_method_record
        WHERE a.state = 'TX' AND dm.carrier = 'AIRBORNE' AND cd.year = 2003
        GROUP BY a.state, dm.carrier, cd.year
        ",addresses;calendar_days;delivery_methods;mail_order_purchases,addresses.address_record;addresses.state;calendar_days.calendar_day_record;calendar_days.year;delivery_methods.carrier;delivery_methods.delivery_method_record;mail_order_purchases.billing_client_ref;mail_order_purchases.delivery_method_ref;mail_order_purchases.sale_calendar_day_ref;mail_order_purchases.shipping_address_ref,addresses.address_record = mail_order_purchases.shipping_address_ref;calendar_days.calendar_day_record = mail_order_purchases.sale_calendar_day_ref;delivery_methods.delivery_method_record = mail_order_purchases.delivery_method_ref,,mail_order_shipping,3,Mail order shipping geography.
gold_096,mail_order,hard,Mail order customers shipped to TX by carrier AIRBORNE in 2004.,"
        SELECT a.state, dm.carrier, cd.year, COUNT(DISTINCT mp.billing_client_ref) AS customers
        FROM mail_order_purchases mp
        JOIN calendar_days cd ON mp.sale_calendar_day_ref = cd.calendar_day_record
        JOIN addresses a ON mp.shipping_address_ref = a.address_record
        JOIN delivery_methods dm ON mp.delivery_method_ref = dm.delivery_method_record
        WHERE a.state = 'TX' AND dm.carrier = 'AIRBORNE' AND cd.year = 2004
        GROUP BY a.state, dm.carrier, cd.year
        ",addresses;calendar_days;delivery_methods;mail_order_purchases,addresses.address_record;addresses.state;calendar_days.calendar_day_record;calendar_days.year;delivery_methods.carrier;delivery_methods.delivery_method_record;mail_order_purchases.billing_client_ref;mail_order_purchases.delivery_method_ref;mail_order_purchases.sale_calendar_day_ref;mail_order_purchases.shipping_address_ref,addresses.address_record = mail_order_purchases.shipping_address_ref;calendar_days.calendar_day_record = mail_order_purchases.sale_calendar_day_ref;delivery_methods.delivery_method_record = mail_order_purchases.delivery_method_ref,,mail_order_shipping,4,Mail order shipping geography.
gold_097,mailer,medium,Mail order net sales by mailer department DEPARTMENT and mailer type monthly in 2001.,"
        SELECT ml.department, ml.type, cd.year, SUM(mp.net_paid) AS net_paid
        FROM mail_order_purchases mp
        JOIN calendar_days cd ON mp.sale_calendar_day_ref = cd.calendar_day_record
        JOIN mailer_pages ml ON mp.mailer_page_ref = ml.mailer_page_record
        WHERE ml.department = 'DEPARTMENT' AND ml.type = 'monthly' AND cd.year = 2001
        GROUP BY ml.department, ml.type, cd.year
        ",calendar_days;mail_order_purchases;mailer_pages,calendar_days.calendar_day_record;calendar_days.year;mail_order_purchases.mailer_page_ref;mail_order_purchases.net_paid;mail_order_purchases.sale_calendar_day_ref;mailer_pages.department;mailer_pages.mailer_page_record;mailer_pages.type,calendar_days.calendar_day_record = mail_order_purchases.sale_calendar_day_ref;mail_order_purchases.mailer_page_ref = mailer_pages.mailer_page_record,,mail_order_mailer,1,Mail order mailer page attribution.
gold_098,mailer,medium,Mail order net sales by mailer department DEPARTMENT and mailer type monthly in 2002.,"
        SELECT ml.department, ml.type, cd.year, SUM(mp.net_paid) AS net_paid
        FROM mail_order_purchases mp
        JOIN calendar_days cd ON mp.sale_calendar_day_ref = cd.calendar_day_record
        JOIN mailer_pages ml ON mp.mailer_page_ref = ml.mailer_page_record
        WHERE ml.department = 'DEPARTMENT' AND ml.type = 'monthly' AND cd.year = 2002
        GROUP BY ml.department, ml.type, cd.year
        ",calendar_days;mail_order_purchases;mailer_pages,calendar_days.calendar_day_record;calendar_days.year;mail_order_purchases.mailer_page_ref;mail_order_purchases.net_paid;mail_order_purchases.sale_calendar_day_ref;mailer_pages.department;mailer_pages.mailer_page_record;mailer_pages.type,calendar_days.calendar_day_record = mail_order_purchases.sale_calendar_day_ref;mail_order_purchases.mailer_page_ref = mailer_pages.mailer_page_record,,mail_order_mailer,2,Mail order mailer page attribution.
gold_099,mailer,medium,Mail order net sales by mailer department DEPARTMENT and mailer type monthly in 2003.,"
        SELECT ml.department, ml.type, cd.year, SUM(mp.net_paid) AS net_paid
        FROM mail_order_purchases mp
        JOIN calendar_days cd ON mp.sale_calendar_day_ref = cd.calendar_day_record
        JOIN mailer_pages ml ON mp.mailer_page_ref = ml.mailer_page_record
        WHERE ml.department = 'DEPARTMENT' AND ml.type = 'monthly' AND cd.year = 2003
        GROUP BY ml.department, ml.type, cd.year
        ",calendar_days;mail_order_purchases;mailer_pages,calendar_days.calendar_day_record;calendar_days.year;mail_order_purchases.mailer_page_ref;mail_order_purchases.net_paid;mail_order_purchases.sale_calendar_day_ref;mailer_pages.department;mailer_pages.mailer_page_record;mailer_pages.type,calendar_days.calendar_day_record = mail_order_purchases.sale_calendar_day_ref;mail_order_purchases.mailer_page_ref = mailer_pages.mailer_page_record,,mail_order_mailer,3,Mail order mailer page attribution.
gold_100,mailer,medium,Mail order net sales by mailer department DEPARTMENT and mailer type monthly in 2004.,"
        SELECT ml.department, ml.type, cd.year, SUM(mp.net_paid) AS net_paid
        FROM mail_order_purchases mp
        JOIN calendar_days cd ON mp.sale_calendar_day_ref = cd.calendar_day_record
        JOIN mailer_pages ml ON mp.mailer_page_ref = ml.mailer_page_record
        WHERE ml.department = 'DEPARTMENT' AND ml.type = 'monthly' AND cd.year = 2004
        GROUP BY ml.department, ml.type, cd.year
        ",calendar_days;mail_order_purchases;mailer_pages,calendar_days.calendar_day_record;calendar_days.year;mail_order_purchases.mailer_page_ref;mail_order_purchases.net_paid;mail_order_purchases.sale_calendar_day_ref;mailer_pages.department;mailer_pages.mailer_page_record;mailer_pages.type,calendar_days.calendar_day_record = mail_order_purchases.sale_calendar_day_ref;mail_order_purchases.mailer_page_ref = mailer_pages.mailer_page_record,,mail_order_mailer,4,Mail order mailer page attribution.
gold_101,mailer,easy,Mailer pages in department DEPARTMENT of type monthly that started in 2001.,"
        SELECT ml.department, ml.type, start_day.year, COUNT(*) AS pages
        FROM mailer_pages ml
        JOIN calendar_days start_day ON ml.start_calendar_day_ref = start_day.calendar_day_record
        JOIN calendar_days end_day ON ml.end_calendar_day_ref = end_day.calendar_day_record
        WHERE ml.department = 'DEPARTMENT' AND ml.type = 'monthly' AND start_day.year = 2001
        GROUP BY ml.department, ml.type, start_day.year
        ",calendar_days;mailer_pages,calendar_days.calendar_day_record;calendar_days.year;mailer_pages.department;mailer_pages.end_calendar_day_ref;mailer_pages.start_calendar_day_ref;mailer_pages.type,calendar_days.calendar_day_record = mailer_pages.end_calendar_day_ref;calendar_days.calendar_day_record = mailer_pages.start_calendar_day_ref,,mailer_page_calendar,1,Mailer page start and end date roles.
